Subject,Channel,Degree_Centrality,Clustering_Coefficient,Betweenness_Centrality,Eigenvector_Centrality,Connectivity_Type
sub-001,0,0.0555555555555555,0.0,0.0,0.0,MI
sub-001,1,0.0555555555555555,0.0,0.0,0.0,MI
sub-001,2,0.3888888888888888,1.0,0.0,0.0,MI
sub-001,3,0.3888888888888888,1.0,0.0,0.0,MI
sub-001,4,0.5,0.9166666666666666,0.0029567382508558,0.0,MI
sub-001,5,0.4444444444444444,0.9642857142857144,0.0009337068160597,0.0,MI
sub-001,6,0.4444444444444444,0.9642857142857144,0.0009337068160597,0.0,MI
sub-001,7,0.0,0.0,0.0,0.0,MI
sub-001,8,0.0,0.0,0.0,0.0,MI
sub-001,9,0.0,0.0,0.0,0.0,MI
sub-001,10,0.0,0.0,0.0,0.0,MI
sub-001,11,0.0,0.0,0.0,0.0,MI
sub-001,12,0.611111111111111,0.7272727272727273,0.035698723934018,0.0,MI
sub-001,13,0.5,0.9166666666666666,0.0029567382508558,0.0,MI
sub-001,14,0.1111111111111111,1.0,0.0,0.0,MI
sub-001,15,0.611111111111111,0.7272727272727273,0.035698723934018,0.0,MI
sub-001,16,0.5555555555555556,0.8666666666666667,0.0062869592281356,0.0,MI
sub-001,17,0.5555555555555556,0.8666666666666667,0.0062869592281356,0.0,MI
sub-001,18,0.5555555555555556,0.8666666666666667,0.0062869592281356,0.0,MI
sub-002,0,0.0,0.0,0.0,0.0,MI
sub-002,1,0.0,0.0,0.0,0.0,MI
sub-002,2,0.3888888888888888,0.6666666666666666,0.0227201991907874,0.0,MI
sub-002,3,0.4444444444444444,0.8928571428571429,0.0034858387799564,0.0,MI
sub-002,4,0.1666666666666666,1.0,0.0,0.0,MI
sub-002,5,0.611111111111111,0.6909090909090909,0.0348272642390289,0.0,MI
sub-002,6,0.0,0.0,0.0,0.0,MI
sub-002,7,0.5555555555555556,0.7333333333333333,0.0225645813881107,0.0,MI
sub-002,8,0.0,0.0,0.0,0.0,MI
sub-002,9,0.0,0.0,0.0,0.0,MI
sub-002,10,0.1666666666666666,0.6666666666666666,0.0013071895424836,0.0,MI
sub-002,11,0.4444444444444444,0.9285714285714286,0.0021786492374727,0.0,MI
sub-002,12,0.4444444444444444,0.7142857142857143,0.0193588546529723,0.0,MI
sub-002,13,0.0,0.0,0.0,0.0,MI
sub-002,14,0.4444444444444444,0.75,0.0234982882041705,0.0,MI
sub-002,15,0.5555555555555556,0.7333333333333333,0.0225645813881107,0.0,MI
sub-002,16,0.4444444444444444,0.8928571428571429,0.0034858387799564,0.0,MI
sub-002,17,0.5555555555555556,0.8,0.010239651416122,0.0,MI
sub-002,18,0.5555555555555556,0.8,0.010239651416122,0.0,MI
sub-003,0,0.5555555555555556,0.7777777777777778,0.0182072829131652,0.0,MI
sub-003,1,0.0,0.0,0.0,0.0,MI
sub-003,2,0.0,0.0,0.0,0.0,MI
sub-003,3,0.0,0.0,0.0,0.0,MI
sub-003,4,0.1666666666666666,1.0,0.0,0.0,MI
sub-003,5,0.0,0.0,0.0,0.0,MI
sub-003,6,0.0,0.0,0.0,0.0,MI
sub-003,7,0.0,0.0,0.0,0.0,MI
sub-003,8,0.4444444444444444,0.9642857142857144,0.0009337068160597,0.0,MI
sub-003,9,0.0,0.0,0.0,0.0,MI
sub-003,10,0.5555555555555556,0.8666666666666667,0.0062869592281356,0.0,MI
sub-003,11,0.3888888888888888,1.0,0.0,0.0,MI
sub-003,12,0.611111111111111,0.7454545454545455,0.0248054777466542,0.0,MI
sub-003,13,0.5555555555555556,0.8666666666666667,0.0062869592281356,0.0,MI
sub-003,14,0.611111111111111,0.7454545454545455,0.0248054777466542,0.0,MI
sub-003,15,0.5,0.9166666666666666,0.0029567382508558,0.0,MI
sub-003,16,0.5555555555555556,0.8666666666666667,0.0062869592281356,0.0,MI
sub-003,17,0.4444444444444444,0.9642857142857144,0.0009337068160597,0.0,MI
sub-003,18,0.3888888888888888,1.0,0.0,0.0,MI
sub-004,0,0.0,0.0,0.0,0.0,MI
sub-004,1,0.1666666666666666,1.0,0.0,0.0,MI
sub-004,2,0.611111111111111,0.6545454545454545,0.0592844700687838,0.0,MI
sub-004,3,0.3888888888888888,0.9047619047619048,0.0035848682907506,0.0,MI
sub-004,4,0.5555555555555556,0.7555555555555555,0.0215938382605049,0.0,MI
sub-004,5,0.5555555555555556,0.6888888888888889,0.0436748074002976,0.0,MI
sub-004,6,0.1111111111111111,1.0,0.0,0.0,MI
sub-004,7,0.0,0.0,0.0,0.0,MI
sub-004,8,0.0,0.0,0.0,0.0,MI
sub-004,9,0.0,0.0,0.0,0.0,MI
sub-004,10,0.4444444444444444,0.7857142857142857,0.0137925255572314,0.0,MI
sub-004,11,0.5555555555555556,0.7555555555555555,0.0215938382605049,0.0,MI
sub-004,12,0.3333333333333333,1.0,0.0,0.0,MI
sub-004,13,0.4444444444444444,0.8571428571428571,0.0083794564186721,0.0,MI
sub-004,14,0.5,0.6111111111111112,0.0580400717655619,0.0,MI
sub-004,15,0.1666666666666666,1.0,0.0,0.0,MI
sub-004,16,0.5,0.7222222222222222,0.0210910005027652,0.0,MI
sub-004,17,0.0,0.0,0.0,0.0,MI
sub-004,18,0.4444444444444444,0.6428571428571429,0.0430827705337509,0.0,MI
sub-005,0,0.0,0.0,0.0,0.0,MI
sub-005,1,0.0,0.0,0.0,0.0,MI
sub-005,2,0.0,0.0,0.0,0.0,MI
sub-005,3,0.0,0.0,0.0,0.0,MI
sub-005,4,0.3888888888888888,0.6666666666666666,0.0729847494553377,0.0,MI
sub-005,5,0.5555555555555556,0.8,0.015911920323685,0.0,MI
sub-005,6,0.5555555555555556,0.7777777777777778,0.0120992841581076,0.0,MI
sub-005,7,0.4444444444444444,0.8571428571428571,0.0088779956427015,0.0,MI
sub-005,8,0.5555555555555556,0.7333333333333333,0.0217398070339246,0.0,MI
sub-005,9,0.0,0.0,0.0,0.0,MI
sub-005,10,0.4444444444444444,0.8214285714285714,0.0061624649859943,0.0,MI
sub-005,11,0.0,0.0,0.0,0.0,MI
sub-005,12,0.611111111111111,0.7272727272727273,0.0271319638966697,0.0,MI
sub-005,13,0.3888888888888888,0.9047619047619048,0.00479302832244,0.0,MI
sub-005,14,0.2777777777777778,0.9,0.0008169934640522,0.0,MI
sub-005,15,0.4444444444444444,0.8928571428571429,0.0032135076252723,0.0,MI
sub-005,16,0.0555555555555555,0.0,0.0,0.0,MI
sub-005,17,0.4444444444444444,0.9285714285714286,0.001750700280112,0.0,MI
sub-005,18,0.611111111111111,0.7272727272727273,0.0271319638966697,0.0,MI
sub-006,0,0.1111111111111111,1.0,0.0,0.0,MI
sub-006,1,0.1111111111111111,1.0,0.0,0.0,MI
sub-006,2,0.4444444444444444,0.75,0.02494223278537,0.0,MI
sub-006,3,0.3333333333333333,0.8666666666666667,0.0029411764705882,0.0,MI
sub-006,4,0.3888888888888888,0.8095238095238095,0.017825311942959,0.0,MI
sub-006,5,0.0,0.0,0.0,0.0,MI
sub-006,6,0.1666666666666666,0.6666666666666666,0.0032679738562091,0.0,MI
sub-006,7,0.6666666666666666,0.4545454545454545,0.2717270746682511,0.0,MI
sub-006,8,0.3333333333333333,0.4,0.1661220043572984,0.0,MI
sub-006,9,0.1111111111111111,1.0,0.0,0.0,MI
sub-006,10,0.3333333333333333,0.7333333333333333,0.0242127153891859,0.0,MI
sub-006,11,0.3888888888888888,0.6666666666666666,0.030204000792236,0.0,MI
sub-006,12,0.1666666666666666,0.6666666666666666,0.0016339869281045,0.0,MI
sub-006,13,0.5,0.6388888888888888,0.0449296890473361,0.0,MI
sub-006,14,0.1666666666666666,0.6666666666666666,0.0283224400871459,0.0,MI
sub-006,15,0.3333333333333333,0.4666666666666667,0.0650821944939592,0.0,MI
sub-006,16,0.5,0.5,0.2025054466230937,0.0,MI
sub-006,17,0.3888888888888888,0.8095238095238095,0.0064270152505446,0.0,MI
sub-006,18,0.3333333333333333,0.6,0.0575691556083712,0.0,MI
sub-007,0,0.1666666666666666,0.3333333333333333,0.0111111111111111,0.0,MI
sub-007,1,0.1111111111111111,0.0,0.0032679738562091,0.0,MI
sub-007,2,0.3333333333333333,0.6,0.0225645813881107,0.0,MI
sub-007,3,0.5,0.6944444444444444,0.0422657952069716,0.0,MI
sub-007,4,0.5,0.75,0.0334578275754746,0.0,MI
sub-007,5,0.0555555555555555,0.0,0.0,0.0,MI
sub-007,6,0.3888888888888888,0.8095238095238095,0.0052287581699346,0.0,MI
sub-007,7,0.0,0.0,0.0,0.0,MI
sub-007,8,0.1111111111111111,1.0,0.0,0.0,MI
sub-007,9,0.0,0.0,0.0,0.0,MI
sub-007,10,0.5555555555555556,0.6222222222222222,0.0655773420479302,0.0,MI
sub-007,11,0.5,0.7222222222222222,0.069187675070028,0.0,MI
sub-007,12,0.5,0.8055555555555556,0.0118892001244942,0.0,MI
sub-007,13,0.5555555555555556,0.6666666666666666,0.0532835356364768,0.0,MI
sub-007,14,0.2222222222222222,1.0,0.0,0.0,MI
sub-007,15,0.611111111111111,0.6181818181818182,0.0672268907563025,0.0,MI
sub-007,16,0.0555555555555555,0.0,0.0,0.0,MI
sub-007,17,0.5,0.8333333333333334,0.0070961718020541,0.0,MI
sub-007,18,0.1111111111111111,1.0,0.0,0.0,MI
sub-008,0,0.5,0.8333333333333334,0.0130718954248366,0.0,MI
sub-008,1,0.1666666666666666,1.0,0.0,0.0,MI
sub-008,2,0.4444444444444444,1.0,0.0,0.0,MI
sub-008,3,0.611111111111111,0.7090909090909091,0.0323685029567382,0.0,MI
sub-008,4,0.6666666666666666,0.6060606060606061,0.0683162153750389,0.0,MI
sub-008,5,0.5,0.9444444444444444,0.0018674136321195,0.0,MI
sub-008,6,0.4444444444444444,0.8571428571428571,0.0065359477124183,0.0,MI
sub-008,7,0.0,0.0,0.0,0.0,MI
sub-008,8,0.0,0.0,0.0,0.0,MI
sub-008,9,0.0,0.0,0.0,0.0,MI
sub-008,10,0.0,0.0,0.0,0.0,MI
sub-008,11,0.5,0.9444444444444444,0.0018674136321195,0.0,MI
sub-008,12,0.2222222222222222,1.0,0.0,0.0,MI
sub-008,13,0.0,0.0,0.0,0.0,MI
sub-008,14,0.1111111111111111,1.0,0.0,0.0,MI
sub-008,15,0.0,0.0,0.0,0.0,MI
sub-008,16,0.611111111111111,0.6909090909090909,0.0421724245253656,0.0,MI
sub-008,17,0.5,0.9444444444444444,0.0018674136321195,0.0,MI
sub-008,18,0.5,0.9444444444444444,0.0018674136321195,0.0,MI
sub-009,0,0.0,0.0,0.0,0.0,MI
sub-009,1,0.0,0.0,0.0,0.0,MI
sub-009,2,0.1666666666666666,1.0,0.0,0.0,MI
sub-009,3,0.4444444444444444,0.7142857142857143,0.0368125701459034,0.0,MI
sub-009,4,0.4444444444444444,0.75,0.0203010497128144,0.0,MI
sub-009,5,0.3333333333333333,0.9333333333333332,0.0010893246187363,0.0,MI
sub-009,6,0.3888888888888888,0.7619047619047619,0.0260645672410378,0.0,MI
sub-009,7,0.0,0.0,0.0,0.0,MI
sub-009,8,0.0,0.0,0.0,0.0,MI
sub-009,9,0.5555555555555556,0.6222222222222222,0.0407110318875024,0.0,MI
sub-009,10,0.1666666666666666,1.0,0.0,0.0,MI
sub-009,11,0.1111111111111111,1.0,0.0,0.0,MI
sub-009,12,0.6666666666666666,0.5151515151515151,0.093543275896217,0.0,MI
sub-009,13,0.5555555555555556,0.6444444444444445,0.0561563345877071,0.0,MI
sub-009,14,0.3888888888888888,0.7619047619047619,0.0159437512378688,0.0,MI
sub-009,15,0.1666666666666666,1.0,0.0,0.0,MI
sub-009,16,0.3888888888888888,0.8571428571428571,0.0053013798111837,0.0,MI
sub-009,17,0.3333333333333333,0.8,0.0157621971347461,0.0,MI
sub-009,18,0.6666666666666666,0.5151515151515151,0.093543275896217,0.0,MI
sub-010,0,0.0,0.0,0.0,0.0,MI
sub-010,1,0.0,0.0,0.0,0.0,MI
sub-010,2,0.4444444444444444,0.8214285714285714,0.0109554933084344,0.0,MI
sub-010,3,0.0555555555555555,0.0,0.0,0.0,MI
sub-010,4,0.0,0.0,0.0,0.0,MI
sub-010,5,0.4444444444444444,0.7857142857142857,0.0214130096483037,0.0,MI
sub-010,6,0.3888888888888888,0.6666666666666666,0.0924369747899159,0.0,MI
sub-010,7,0.4444444444444444,0.75,0.0155773420479302,0.0,MI
sub-010,8,0.4444444444444444,0.75,0.0223311546840958,0.0,MI
sub-010,9,0.0555555555555555,0.0,0.0,0.0,MI
