Subject,Channel,Degree_Centrality,Clustering_Coefficient,Betweenness_Centrality,Eigenvector_Centrality,Connectivity_Type
sub-001,0,0.2222222222222222,0.6666666666666666,0.027342047930283227,0.11373676919271083,PLV
sub-001,1,0.1111111111111111,1.0,0.0,0.04371763921826948,PLV
sub-001,2,0.2222222222222222,1.0,0.0,0.1994977283607276,PLV
sub-001,3,0.2222222222222222,0.6666666666666666,0.05228758169934641,0.0318224140788429,PLV
sub-001,4,0.4444444444444444,0.6428571428571429,0.06206179441473561,0.32911285015230335,PLV
sub-001,5,0.38888888888888884,0.6190476190476191,0.11969696969696972,0.27717216692754626,PLV
sub-001,6,0.5,0.6111111111111112,0.17077639136462666,0.35644208595525534,PLV
sub-001,7,0.16666666666666666,1.0,0.0,0.03072932403967636,PLV
sub-001,8,0.1111111111111111,1.0,0.0,0.008905267359872588,PLV
sub-001,9,0.05555555555555555,0.0,0.0,0.03878229107775524,PLV
sub-001,10,0.2777777777777778,0.8,0.004357298474945533,0.1933415260489688,PLV
sub-001,11,0.3333333333333333,0.6,0.08159041394335513,0.19870771147992972,PLV
sub-001,12,0.4444444444444444,0.6785714285714286,0.12393543275896217,0.331954446124243,PLV
sub-001,13,0.3333333333333333,0.4,0.36601307189542487,0.155973794043343,PLV
sub-001,14,0.2222222222222222,1.0,0.0,0.1815511306651512,PLV
sub-001,15,0.4444444444444444,0.6785714285714286,0.12393543275896217,0.33195444612424285,PLV
sub-001,16,0.5555555555555556,0.5333333333333333,0.19168152109328576,0.3770955380410025,PLV
sub-001,17,0.2222222222222222,0.6666666666666666,0.05228758169934641,0.031822414078842766,PLV
sub-001,18,0.5,0.6111111111111112,0.08808674985145575,0.36313475230965764,PLV
sub-002,0,0.0,0.0,0.0,,PLV
sub-002,1,0.05555555555555555,0.0,0.0,,PLV
sub-002,2,0.16666666666666666,0.6666666666666666,0.0018674136321195143,,PLV
sub-002,3,0.38888888888888884,0.5714285714285714,0.11274509803921569,,PLV
sub-002,4,0.16666666666666666,1.0,0.0,,PLV
sub-002,5,0.38888888888888884,0.6190476190476191,0.0279286798894642,,PLV
sub-002,6,0.05555555555555555,0.0,0.0,,PLV
sub-002,7,0.5555555555555556,0.6222222222222222,0.07006243574871023,,PLV
sub-002,8,0.2222222222222222,0.5,0.0980392156862745,,PLV
sub-002,9,0.05555555555555555,0.0,0.0,,PLV
sub-002,10,0.0,0.0,0.0,,PLV
sub-002,11,0.5,0.7222222222222222,0.038967169359326224,,PLV
sub-002,12,0.4444444444444444,0.6428571428571429,0.04338482867894632,,PLV
sub-002,13,0.38888888888888884,0.7619047619047619,0.031299927378358745,,PLV
sub-002,14,0.38888888888888884,0.8571428571428571,0.010870139301511851,,PLV
sub-002,15,0.4444444444444444,0.7142857142857143,0.030080921257391844,,PLV
sub-002,16,0.4444444444444444,0.5,0.12917409387997628,,PLV
sub-002,17,0.5555555555555556,0.6666666666666666,0.0686826245649775,,PLV
sub-002,18,0.5555555555555556,0.6222222222222222,0.14081902121117806,,PLV
sub-003,0,0.5,0.8055555555555556,0.017623716153127918,,PLV
sub-003,1,0.4444444444444444,0.5714285714285714,0.0625972611266729,,PLV
sub-003,2,0.0,0.0,0.0,,PLV
sub-003,3,0.05555555555555555,0.0,0.0,,PLV
sub-003,4,0.16666666666666666,1.0,0.0,,PLV
sub-003,5,0.0,0.0,0.0,,PLV
sub-003,6,0.4444444444444444,0.8214285714285714,0.021786492374727663,,PLV
sub-003,7,0.16666666666666666,1.0,0.0,,PLV
sub-003,8,0.5,0.8055555555555556,0.017623716153127918,,PLV
sub-003,9,0.3333333333333333,0.9333333333333333,0.002124183006535948,,PLV
sub-003,10,0.611111111111111,0.6,0.09426548397136633,,PLV
sub-003,11,0.4444444444444444,0.8214285714285714,0.021786492374727663,,PLV
sub-003,12,0.1111111111111111,0.0,0.006535947712418301,,PLV
sub-003,13,0.4444444444444444,0.8928571428571429,0.005228758169934641,,PLV
sub-003,14,0.05555555555555555,0.0,0.0,,PLV
sub-003,15,0.4444444444444444,0.8214285714285714,0.021786492374727663,,PLV
sub-003,16,0.5555555555555556,0.6888888888888889,0.045051353874883286,,PLV
sub-003,17,0.2777777777777778,0.7,0.016728913787737318,,PLV
sub-003,18,0.2222222222222222,0.8333333333333334,0.006730469965764083,,PLV
sub-004,0,0.1111111111111111,0.0,0.026828110161443493,,PLV
sub-004,1,0.2777777777777778,0.6,0.058963186414166806,,PLV
sub-004,2,0.38888888888888884,0.7142857142857143,0.019607843137254898,,PLV
sub-004,3,0.3333333333333333,0.7333333333333333,0.007625272331154683,,PLV
sub-004,4,0.4444444444444444,0.39285714285714285,0.37186470029607294,,PLV
sub-004,5,0.4444444444444444,0.6428571428571429,0.0196078431372549,,PLV
sub-004,6,0.2222222222222222,1.0,0.0,,PLV
sub-004,7,0.2222222222222222,1.0,0.0,,PLV
sub-004,8,0.0,0.0,0.0,,PLV
sub-004,9,0.1111111111111111,1.0,0.0,,PLV
sub-004,10,0.38888888888888884,0.7142857142857143,0.016339869281045753,,PLV
sub-004,11,0.5555555555555556,0.5333333333333333,0.17539522931679793,,PLV
sub-004,12,0.38888888888888884,0.6666666666666666,0.0680967543712642,,PLV
sub-004,13,0.3333333333333333,0.7333333333333333,0.029244176302999827,,PLV
sub-004,14,0.3333333333333333,0.6666666666666666,0.06505223171889839,,PLV
sub-004,15,0.2777777777777778,0.9,0.016032623875761133,,PLV
sub-004,16,0.3333333333333333,0.6,0.0766297972180325,,PLV
sub-004,17,0.2777777777777778,0.7,0.03594771241830066,,PLV
sub-004,18,0.3333333333333333,0.6666666666666666,0.06505223171889839,,PLV
sub-005,0,0.2222222222222222,0.3333333333333333,0.16993464052287582,,PLV
sub-005,1,0.1111111111111111,1.0,0.0,,PLV
sub-005,2,0.0,0.0,0.0,,PLV
sub-005,3,0.0,0.0,0.0,,PLV
sub-005,4,0.3333333333333333,0.6,0.04831932773109243,,PLV
